"","senator_full_name","asset","state","BorrowerName.x","BorrowerName.y"
"1","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","AT 53 LLC"
"2","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ACT 3 LLC"
"3","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ON 3 LLC"
"4","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","AJJS LLC"
"5","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","AT 53 LLC"
"6","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ACT 3 LLC"
"7","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ON 3 LLC"
"8","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","AJJS LLC"
"9","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MENG LLC"
"10","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","PPSG LLC"
"11","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","SMS, LLC"
"12","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","LSG LLC"
"13","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","ESGC LLC"
"14","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","SMS LLC"
"15","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MWG LLC"
"16","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","PVSG LLC"
"17","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","OMS3 LLC"
"18","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","ELIG LLC"
"19","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","BMSH LLC"
"20","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","ESG LLC"
"21","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MMSP LLC"
"22","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMA1 LLC"
"23","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","CEMAG LLC"
"24","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","LMKG LLC"
"25","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMSL LLC"
"26","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMSL, LLC"
"27","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MSW LLC"
"28","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMET LLC"
"29","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JRAI LLC"
"30","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","KRD, LLC"
"31","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","NIA, LLC"
"32","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAO LLC"
"33","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FYRA LLC"
"34","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","GOA, LLC"
"35","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FEX, LLC"
"36","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FDF, LLC"
"37","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FAK LLC"
"38","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","YRK, LLC"
"39","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAI LLC"
"40","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","KRAB LLC"
"41","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FPQA, LLC"
"42","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FGS, LLC"
"43","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FSQ, LLC"
"44","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FHR, LLC"
"45","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SR5, LLC"
"46","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRARO, LLC"
"47","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FMK, LLC"
"48","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","R&A, LLC"
"49","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","MIRA, LLC"
"50","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","NNA, LLC"
"51","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FARO LLC"
"52","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","CRU, LLC"
"53","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ARGA, LLC"
"54","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ESA, LLC"
"55","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAR LLC"
"56","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JRAI LLC"
"57","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KRD, LLC"
"58","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NIA, LLC"
"59","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAO LLC"
"60","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FYRA LLC"
"61","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","GOA, LLC"
"62","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FEX, LLC"
"63","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FDF, LLC"
"64","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FAK LLC"
"65","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","YRK, LLC"
"66","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAI LLC"
"67","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KRAB LLC"
"68","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FPQA, LLC"
"69","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FGS, LLC"
"70","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FSQ, LLC"
"71","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FHR, LLC"
"72","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SR5, LLC"
"73","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRARO, LLC"
"74","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FMK, LLC"
"75","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","R&A, LLC"
"76","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","MIRA, LLC"
"77","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NNA, LLC"
"78","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FARO LLC"
"79","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","CRU, LLC"
"80","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ARGA, LLC"
"81","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ESA, LLC"
"82","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAR LLC"
"83","","","","","-"
"84","","","","","AG"
"85","","","","","6K"
"86","","","","","N"
"87","","","","","GH"
"88","","","","","ON"
