"","senator_full_name","asset","state","BorrowerName.x","BorrowerName.y"
"1","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ALS 3 LLC"
"2","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ATB 3 LLC"
"3","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","T 3 LLC"
"4","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","LJJ3 LLC"
"5","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ALS 3 LLC"
"6","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","ATB 3 LLC"
"7","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","T 3 LLC"
"8","rick scott","AJ 3 LLC

Company: AJ 3 LLC (New York,
NY) Description: Investment holding
company","NY","AJ 3 LLC","LJJ3 LLC"
"9","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EM50 LLC"
"10","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","WMG LLC"
"11","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EME LLC"
"12","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MS4 LLC"
"13","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MSL LLC"
"14","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FN, LLC"
"15","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","BUA, LLC"
"16","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","VFA, LLC"
"17","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FPB, LLC"
"18","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SAA, LLC"
"19","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FORM, LLC"
"20","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","F&H, LLC"
"21","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JEA, LLC"
"22","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRCE, LLC"
"23","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RAM LLC"
"24","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FORAY LLC"
"25","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FN, LLC"
"26","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","BUA, LLC"
"27","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","VFA, LLC"
"28","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FPB, LLC"
"29","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SAA, LLC"
"30","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FORM, LLC"
"31","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","F&H, LLC"
"32","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JEA, LLC"
"33","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRCE, LLC"
"34","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RAM LLC"
"35","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FORAY LLC"
"36","","","","","LC"
"37","","","","","X"
"38","","","","","AL"
"39","","","","","SJ"
"40","","","","","E"
"41","","","","","WT"
"42","","","","","OC"
"43","","","","","LY"
"44","","","","","-"
