"","senator_full_name","asset","state","BorrowerName.x","BorrowerName.y"
"30","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","EMB, LLC"
"31","mark r warner","EMSG LLC
Company: EMSG LLC (Rockville,
MD) Description: Secured Debt","MD","EMSG LLC","MENG LLC"
"32","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","KWA, LLC"
"33","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ARAN LLC"
"34","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","AKA, LLC"
"35","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRPM LLC"
"36","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FRPM, LLC"
"37","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","INA, LLC"
"38","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","KRCA, LLC"
"39","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JMA, LLC"
"40","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","LNA, LLC"
"41","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","PRR, LLC"
"42","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","EKA, LLC"
"43","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RFI, LLC"
"44","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","PRAG, LLC"
"45","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JFA, LLC"
"46","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","WRA LLC"
"47","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","VRA LLC"
"48","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","CRS, LLC"
"49","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RRAM LLC"
"50","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FLB, LLC"
"51","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","NRF, LLC"
"52","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FBAC LLC"
"53","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SRAR LLC"
"54","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FQR, LLC"
"55","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","SRT, LLC"
"56","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FHF, LLC"
"57","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","NORA, LLC"
"58","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","ZA, LLC"
"59","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FPH, LLC"
"60","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","KMA, LLC"
"61","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","RCA, LLC"
"62","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FW2, LLC"
"63","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FBV, LLC"
"64","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","KRAJ LLC"
"65","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FMAC LLC"
"66","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","JRE, LLC"
"67","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FMAC, LLC"
"68","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","DRA, LLC"
"69","mike rounds","FRA, LLC

Company: FRA, LLC (Pierre,
SD) Description: Farm ownership","SD","FRA, LLC","FXD, LLC"
"70","joseph manchin, iii","A&P,
LLC

Company: A&P, LLC (Fairmont, West
Virginia) Description: Commercial property
investment and management","WV","A&P,
 LLC","ABP, LLC"
"71","Daniel S Sullivan","MARSOC
Camp Legeune, NC","NC","MARSOC","MARKO"
"72","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KWA, LLC"
"73","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ARAN LLC"
"74","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","AKA, LLC"
"75","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRPM LLC"
"76","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FRPM, LLC"
"77","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","INA, LLC"
"78","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KRCA, LLC"
"79","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JMA, LLC"
"80","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","LNA, LLC"
"81","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","PRR, LLC"
"82","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","EKA, LLC"
"83","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RFI, LLC"
"84","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","PRAG, LLC"
"85","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JFA, LLC"
"86","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","WRA LLC"
"87","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","VRA LLC"
"88","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","CRS, LLC"
"89","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RRAM LLC"
"90","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FLB, LLC"
"91","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NRF, LLC"
"92","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FBAC LLC"
"93","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SRAR LLC"
"94","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FQR, LLC"
"95","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","SRT, LLC"
"96","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FHF, LLC"
"97","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","NORA, LLC"
"98","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","ZA, LLC"
"99","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FPH, LLC"
"100","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KMA, LLC"
"101","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","RCA, LLC"
"102","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FW2, LLC"
"103","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FBV, LLC"
"104","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","KRAJ LLC"
"105","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FMAC LLC"
"106","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","JRE, LLC"
"107","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FMAC, LLC"
"108","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","DRA, LLC"
"109","Mike Rounds","FRA, LLC
Pierre, SD","SD","FRA, LLC","FXD, LLC"
"110","","","","","N"
"111","","","","","B"
"112","","","","","LT"
"113","","","","","J"
